O*NET-SOC Code,Occupation,soc2019_code,soc2010_code,soc2010_6,isco08_code,isco08_title,4-digit code,Exposure,Mean
51-4199.00,"Metal Workers and Plastic Workers, All Other",51-4199.00,51-4199.00,51-4199,7221,"Blacksmiths, hammersmiths and forging press workers",7221,Not Exposed,0.17
51-4199.00,"Metal Workers and Plastic Workers, All Other",51-4199.00,51-4199.00,51-4199,8142,Plastic products machine operators,8142,Not Exposed,0.17
51-5111.00,Prepress Technicians and Workers,51-5111.00,51-5111.00,51-5111,7321,Pre-press technicians,7321,Gradient 1,0.38
51-5112.00,Printing Press Operators,51-5112.00,51-5112.00,51-5112,7322,Printers,7322,Not Exposed,0.25
51-5113.00,Print Binding and Finishing Workers,51-5113.00,51-5113.00,51-5113,7323,Print finishing and binding workers,7323,Not Exposed,0.22
51-6011.00,Laundry and Dry-Cleaning Workers,51-6011.00,51-6011.00,51-6011,8157,Laundry machine operators,8157,Not Exposed,0.16
51-6021.00,"Pressers, Textile, Garment, and Related Materials",51-6021.00,51-6021.00,51-6021,9121,Hand launderers and pressers,9121,Not Exposed,0.14
51-6031.00,Sewing Machine Operators,51-6031.00,51-6031.00,51-6031,8153,Sewing machine operators,8153,Not Exposed,0.15
51-6041.00,Shoe and Leather Workers and Repairers,51-6041.00,51-6041.00,51-6041,7318,"Handicraft workers in textile, leather and related materials",7318,Not Exposed,0.13
51-6041.00,Shoe and Leather Workers and Repairers,51-6041.00,51-6041.00,51-6041,7533,"Sewing, embroidery and related workers",7533,Not Exposed,0.12
51-6041.00,Shoe and Leather Workers and Repairers,51-6041.00,51-6041.00,51-6041,7536,Shoemakers and related workers,7536,Not Exposed,0.17
51-6042.00,Shoe Machine Operators and Tenders,51-6042.00,51-6042.00,51-6042,8156,Shoemaking and related machine operators,8156,Not Exposed,0.16
51-6051.00,"Sewers, Hand",51-6051.00,51-6051.00,51-6051,7533,"Sewing, embroidery and related workers",7533,Not Exposed,0.12
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",51-6052.00,51-6052.00,51-6052,7531,"Tailors, dressmakers, furriers and hatters",7531,Not Exposed,0.15
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,51-6061.00,51-6061.00,51-6061,8154,"Bleaching, dyeing and fabric cleaning machine operators",8154,Not Exposed,0.21
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",51-6062.00,51-6062.00,51-6062,7532,Garment and related pattern-makers and cutters,7532,Not Exposed,0.17
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",51-6063.00,51-6063.00,51-6063,8152,Weaving and knitting machine operators,8152,Not Exposed,0.16
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",51-6064.00,51-6064.00,51-6064,8151,"Fibre preparing, spinning and winding machine operators",8151,Not Exposed,0.15
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",51-6091.00,51-6091.00,51-6091,8181,Glass and ceramics plant operators,8181,Not Exposed,0.17
51-6092.00,Fabric and Apparel Patternmakers,51-6092.00,51-6092.00,51-6092,7532,Garment and related pattern-makers and cutters,7532,Not Exposed,0.17
51-6093.00,Upholsterers,51-6093.00,51-6093.00,51-6093,7534,Upholsterers and related workers,7534,Not Exposed,0.18
51-6099.00,"Textile, Apparel, and Furnishings Workers, All Other",51-6099.00,51-6099.00,51-6099,7535,"Pelt dressers, tanners and fellmongers",7535,Not Exposed,0.11
51-6099.00,"Textile, Apparel, and Furnishings Workers, All Other",51-6099.00,51-6099.00,51-6099,8155,Fur and leather preparing machine operators,8155,Not Exposed,0.15
51-6099.00,"Textile, Apparel, and Furnishings Workers, All Other",51-6099.00,51-6099.00,51-6099,8159,"Textile, fur and leather products machine operators not elsewhere classified",8159,Not Exposed,0.16
51-7011.00,Cabinetmakers and Bench Carpenters,51-7011.00,51-7011.00,51-7011,7522,Cabinet-makers and related workers,7522,Not Exposed,0.16
51-7021.00,Furniture Finishers,51-7021.00,51-7021.00,51-7021,7522,Cabinet-makers and related workers,7522,Not Exposed,0.16
51-7031.00,"Model Makers, Wood",51-7031.00,51-7031.00,51-7031,7522,Cabinet-makers and related workers,7522,Not Exposed,0.16
51-7032.00,"Patternmakers, Wood",51-7032.00,51-7032.00,51-7032,7522,Cabinet-makers and related workers,7522,Not Exposed,0.16
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",51-7041.00,51-7041.00,51-7041,8172,Wood processing plant operators,8172,Not Exposed,0.14
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",51-7042.00,51-7042.00,51-7042,7523,Woodworking-machine tool setters and operators,7523,Not Exposed,0.22
51-7099.00,"Woodworkers, All Other",51-7099.00,51-7099.00,51-7099,7317,"Handicraft workers in wood, basketry and related materials",7317,Not Exposed,0.14
51-8011.00,Nuclear Power Reactor Operators,51-8011.00,51-8011.00,51-8011,3131,Power production plant operators,3131,Not Exposed,0.28
51-8012.00,Power Distributors and Dispatchers,51-8012.00,51-8012.00,51-8012,3131,Power production plant operators,3131,Not Exposed,0.28
51-8013.00,Power Plant Operators,51-8013.00,51-8013.00,51-8013,3131,Power production plant operators,3131,Not Exposed,0.28
51-8013.00,Power Plant Operators,51-8013.00,51-8099.02,51-8099,3132,Incinerator and water treatment plant operators,3132,Not Exposed,0.27
51-8013.00,Power Plant Operators,51-8013.00,51-8099.02,51-8099,8114,"Cement, stone and other mineral products machine operators",8114,Not Exposed,0.23
51-8013.03,Biomass Plant Technicians,51-8013.03,51-8099.03,51-8099,3132,Incinerator and water treatment plant operators,3132,Not Exposed,0.27
51-8013.03,Biomass Plant Technicians,51-8013.03,51-8099.03,51-8099,8114,"Cement, stone and other mineral products machine operators",8114,Not Exposed,0.23
51-8013.04,Hydroelectric Plant Technicians,51-8013.04,51-8099.04,51-8099,3132,Incinerator and water treatment plant operators,3132,Not Exposed,0.27
51-8013.04,Hydroelectric Plant Technicians,51-8013.04,51-8099.04,51-8099,8114,"Cement, stone and other mineral products machine operators",8114,Not Exposed,0.23
51-8021.00,Stationary Engineers and Boiler Operators,51-8021.00,51-8021.00,51-8021,8182,Steam engine and boiler operators,8182,Not Exposed,0.2
51-8031.00,Water and Wastewater Treatment Plant and System Operators,51-8031.00,51-8031.00,51-8031,3132,Incinerator and water treatment plant operators,3132,Not Exposed,0.27
51-8091.00,Chemical Plant and System Operators,51-8091.00,51-8091.00,51-8091,3133,Chemical processing plant controllers,3133,Not Exposed,0.29
51-8092.00,Gas Plant Operators,51-8092.00,51-8092.00,51-8092,3134,Petroleum and natural gas refining plant operators,3134,Not Exposed,0.29
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",51-8093.00,51-8093.00,51-8093,3134,Petroleum and natural gas refining plant operators,3134,Not Exposed,0.29
51-8099.00,"Plant and System Operators, All Other",51-8099.00,51-8099.00,51-8099,3132,Incinerator and water treatment plant operators,3132,Not Exposed,0.27
51-8099.00,"Plant and System Operators, All Other",51-8099.00,51-8099.00,51-8099,8114,"Cement, stone and other mineral products machine operators",8114,Not Exposed,0.23
51-8099.01,Biofuels Processing Technicians,51-8099.01,51-8099.01,51-8099,3132,Incinerator and water treatment plant operators,3132,Not Exposed,0.27
51-8099.01,Biofuels Processing Technicians,51-8099.01,51-8099.01,51-8099,8114,"Cement, stone and other mineral products machine operators",8114,Not Exposed,0.23
51-9011.00,Chemical Equipment Operators and Tenders,51-9011.00,51-9011.00,51-9011,8131,Chemical products plant and machine operators,8131,Not Exposed,0.24
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",51-9012.00,51-9012.00,51-9012,7513,Dairy-products makers,7513,Not Exposed,0.22
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",51-9012.00,51-9012.00,51-9012,8131,Chemical products plant and machine operators,8131,Not Exposed,0.24
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",51-9021.00,51-9021.00,51-9021,8112,Mineral and stone processing plant operators,8112,Not Exposed,0.21
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",51-9021.00,51-9021.00,51-9021,8114,"Cement, stone and other mineral products machine operators",8114,Not Exposed,0.23
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",51-9021.00,51-9021.00,51-9021,8141,Rubber products machine operators,8141,Not Exposed,0.18
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",51-9021.00,51-9021.00,51-9021,8181,Glass and ceramics plant operators,8181,Not Exposed,0.17
51-9022.00,"Grinding and Polishing Workers, Hand",51-9022.00,51-9022.00,51-9022,7224,"Metal polishers, wheel grinders and tool sharpeners",7224,Not Exposed,0.17
51-9022.00,"Grinding and Polishing Workers, Hand",51-9022.00,51-9022.00,51-9022,7315,"Glass makers, cutters, grinders and finishers",7315,Not Exposed,0.19
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",51-9023.00,51-9023.00,51-9023,8114,"Cement, stone and other mineral products machine operators",8114,Not Exposed,0.23
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",51-9023.00,51-9023.00,51-9023,8181,Glass and ceramics plant operators,8181,Not Exposed,0.17
51-9031.00,"Cutters and Trimmers, Hand",51-9031.00,51-9031.00,51-9031,7315,"Glass makers, cutters, grinders and finishers",7315,Not Exposed,0.19
51-9031.00,"Cutters and Trimmers, Hand",51-9031.00,51-9031.00,51-9031,7532,Garment and related pattern-makers and cutters,7532,Not Exposed,0.17
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",51-9032.00,51-9032.00,51-9032,8114,"Cement, stone and other mineral products machine operators",8114,Not Exposed,0.23
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",51-9041.00,51-9041.00,51-9041,8141,Rubber products machine operators,8141,Not Exposed,0.18
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",51-9041.00,51-9041.00,51-9041,8160,Food and related products machine operators,8160,Not Exposed,0.15
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",51-9041.00,51-9041.00,51-9041,8181,Glass and ceramics plant operators,8181,Not Exposed,0.17
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",51-9041.00,51-9041.00,51-9041,7516,Tobacco preparers and tobacco products makers,7516,Not Exposed,0.14
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",51-9051.00,51-9051.00,51-9051,8141,Rubber products machine operators,8141,Not Exposed,0.18
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",51-9051.00,51-9051.00,51-9051,7521,Wood treaters,7521,Not Exposed,0.22
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",51-9051.00,51-9051.00,51-9051,8181,Glass and ceramics plant operators,8181,Not Exposed,0.17
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",51-9061.00,51-9061.00,51-9061,7543,Product graders and testers (excluding foods and beverages),7543,Minimal Exposure,0.31
51-9071.00,Jewelers and Precious Stone and Metal Workers,51-9071.00,51-9071.00,51-9071,7313,Jewellery and precious-metal workers,7313,Not Exposed,0.18
51-9071.00,Jewelers and Precious Stone and Metal Workers,51-9071.00,51-9071.01,51-9071,7313,Jewellery and precious-metal workers,7313,Not Exposed,0.18
51-9071.00,Jewelers and Precious Stone and Metal Workers,51-9071.00,51-9071.07,51-9071,7313,Jewellery and precious-metal workers,7313,Not Exposed,0.18
51-9071.06,Gem and Diamond Workers,51-9071.06,51-9071.06,51-9071,7313,Jewellery and precious-metal workers,7313,Not Exposed,0.18
51-9081.00,Dental Laboratory Technicians,51-9081.00,51-9081.00,51-9081,3214,Medical and dental prosthetic technicians,3214,Not Exposed,0.18
51-9082.00,Medical Appliance Technicians,51-9082.00,51-9082.00,51-9082,3214,Medical and dental prosthetic technicians,3214,Not Exposed,0.18
51-9083.00,Ophthalmic Laboratory Technicians,51-9083.00,51-9083.00,51-9083,7549,Craft and related workers not elsewhere classified,7549,Not Exposed,0.14
51-9111.00,Packaging and Filling Machine Operators and Tenders,51-9111.00,51-9111.00,51-9111,8183,"Packing, bottling and labelling machine operators",8183,Not Exposed,0.22
51-9123.00,"Painting, Coating, and Decorating Workers",51-9123.00,51-9123.00,51-9123,7316,"Sign writers, decorative painters, engravers and etchers",7316,Not Exposed,0.18
51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",51-9124.00,51-9121.00,51-9121,8122,"Metal finishing, plating and coating machine operators",8122,Not Exposed,0.2
51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",51-9124.00,51-9121.00,51-9121,7132,Spray painters and varnishers,7132,Not Exposed,0.12
51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",51-9124.00,51-9122.00,51-9122,7132,Spray painters and varnishers,7132,Not Exposed,0.12
51-9141.00,Semiconductor Processing Technicians,51-9141.00,51-9141.00,51-9141,8189,Stationary plant and machine operators not elsewhere classified,,,
51-9151.00,Photographic Process Workers and Processing Machine Operators,51-9151.00,51-9151.00,51-9151,8132,Photographic products machine operators,8132,Not Exposed,0.27
51-9161.00,Computer Numerically Controlled Tool Operators,51-9161.00,51-4011.00,51-4011,7223,Metal working machine tool setters and operators,7223,Not Exposed,0.18
51-9161.00,Computer Numerically Controlled Tool Operators,51-9161.00,51-9199.00,51-9199,9329,Manufacturing labourers not elsewhere classified,9329,Not Exposed,0.12
51-9162.00,Computer Numerically Controlled Tool Programmers,51-9162.00,51-4012.00,51-4012,3139,Process control technicians not elsewhere classified,,,
51-9162.00,Computer Numerically Controlled Tool Programmers,51-9162.00,51-4012.00,51-4012,7222,Toolmakers and related workers,7222,Not Exposed,0.2
51-9162.00,Computer Numerically Controlled Tool Programmers,51-9162.00,51-9199.00,51-9199,9329,Manufacturing labourers not elsewhere classified,9329,Not Exposed,0.12
51-9191.00,Adhesive Bonding Machine Operators and Tenders,51-9191.00,51-9191.00,51-9191,7521,Wood treaters,7521,Not Exposed,0.22
51-9191.00,Adhesive Bonding Machine Operators and Tenders,51-9191.00,51-9191.00,51-9191,8143,Paper products machine operators,8143,Not Exposed,0.18
51-9191.00,Adhesive Bonding Machine Operators and Tenders,51-9191.00,51-9191.00,51-9191,8189,Stationary plant and machine operators not elsewhere classified,,,
51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",51-9192.00,51-9192.00,51-9192,8171,Pulp and papermaking plant operators,8171,Minimal Exposure,0.28
51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",51-9192.00,51-9192.00,51-9192,8112,Mineral and stone processing plant operators,8112,Not Exposed,0.21
51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",51-9192.00,51-9192.00,51-9192,8122,"Metal finishing, plating and coating machine operators",8122,Not Exposed,0.2
51-9193.00,Cooling and Freezing Equipment Operators and Tenders,51-9193.00,51-9193.00,51-9193,8160,Food and related products machine operators,8160,Not Exposed,0.15
51-9193.00,Cooling and Freezing Equipment Operators and Tenders,51-9193.00,51-9193.00,51-9193,8189,Stationary plant and machine operators not elsewhere classified,,,
51-9194.00,Etchers and Engravers,51-9194.00,51-9194.00,51-9194,7316,"Sign writers, decorative painters, engravers and etchers",7316,Not Exposed,0.18
51-9194.00,Etchers and Engravers,51-9194.00,51-9194.00,51-9194,8212,Electrical and electronic equipment assemblers,8212,Minimal Exposure,0.28
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",51-9195.00,51-9195.00,51-9195,7314,Potters and related workers,7314,Not Exposed,0.18
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",51-9195.00,51-9195.00,51-9195,7315,"Glass makers, cutters, grinders and finishers",7315,Not Exposed,0.19
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",51-9195.00,51-9195.00,51-9195,7516,Tobacco preparers and tobacco products makers,7516,Not Exposed,0.14
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",51-9195.00,51-9195.00,51-9195,8181,Glass and ceramics plant operators,8181,Not Exposed,0.17
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",51-9195.00,51-9195.00,51-9195,8131,Chemical products plant and machine operators,8131,Not Exposed,0.24
