O*NET-SOC Code,Occupation,soc2019_code,soc2010_code,soc2010_6,isco08_code,isco08_title
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,53-1043.00,53-1031.00,53-1031,8311.0,Locomotive engine drivers
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,53-1043.00,53-1031.00,53-1031,8312.0,"Railway brake, signal and switch operators"
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,53-1043.00,53-1031.00,53-1031,8321.0,Motorcycle drivers
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,53-1043.00,53-1031.00,53-1031,8322.0,"Car, taxi and van drivers"
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,53-1043.00,53-1031.00,53-1031,8331.0,Bus and tram drivers
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,53-1043.00,53-1031.00,53-1031,8332.0,Heavy truck and lorry drivers
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,53-1043.00,53-1031.00,53-1031,8343.0,"Crane, hoist and related plant operators"
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,53-1043.00,53-1031.00,53-1031,8344.0,Lifting truck operators
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,53-1043.00,53-1031.00,53-1031,9611.0,Garbage and recycling collectors
53-1044.00,First-Line Supervisors of Passenger Attendants,53-1044.00,39-1021.00,39-1021,3423.0,Fitness and recreation instructors and program leaders
53-1044.00,First-Line Supervisors of Passenger Attendants,53-1044.00,39-1021.00,39-1021,4414.0,Scribes and related workers
53-1044.00,First-Line Supervisors of Passenger Attendants,53-1044.00,39-1021.00,39-1021,5113.0,Travel guides
53-1044.00,First-Line Supervisors of Passenger Attendants,53-1044.00,39-1021.00,39-1021,5141.0,Hairdressers
53-1044.00,First-Line Supervisors of Passenger Attendants,53-1044.00,39-1021.00,39-1021,5142.0,Beauticians and related workers
53-1044.00,First-Line Supervisors of Passenger Attendants,53-1044.00,39-1021.00,39-1021,5162.0,Companions and valets
53-1044.00,First-Line Supervisors of Passenger Attendants,53-1044.00,39-1021.00,39-1021,5164.0,Pet groomers and animal care workers
53-1044.00,First-Line Supervisors of Passenger Attendants,53-1044.00,39-1021.00,39-1021,5169.0,Personal services workers not elsewhere classified
53-1044.00,First-Line Supervisors of Passenger Attendants,53-1044.00,39-1021.00,39-1021,5311.0,Child care workers
53-1044.00,First-Line Supervisors of Passenger Attendants,53-1044.00,39-1021.00,39-1021,5322.0,Home-based personal care workers
53-1044.00,First-Line Supervisors of Passenger Attendants,53-1044.00,53-1031.00,53-1031,3151.0,Ships' engineers
53-1044.00,First-Line Supervisors of Passenger Attendants,53-1044.00,53-1031.00,53-1031,3152.0,Ships' deck officers and pilots
53-1044.00,First-Line Supervisors of Passenger Attendants,53-1044.00,53-1031.00,53-1031,3153.0,Aircraft pilots and related associate professionals
53-1044.00,First-Line Supervisors of Passenger Attendants,53-1044.00,53-1031.00,53-1031,3154.0,Air traffic controllers
53-1044.00,First-Line Supervisors of Passenger Attendants,53-1044.00,53-1031.00,53-1031,3257.0,Environmental and occupational health inspectors and associates
53-1044.00,First-Line Supervisors of Passenger Attendants,53-1044.00,53-1031.00,53-1031,5111.0,Travel attendants and travel stewards
53-1044.00,First-Line Supervisors of Passenger Attendants,53-1044.00,53-1031.00,53-1031,5112.0,Transport conductors
53-1044.00,First-Line Supervisors of Passenger Attendants,53-1044.00,53-1031.00,53-1031,5245.0,Service station attendants
53-1044.00,First-Line Supervisors of Passenger Attendants,53-1044.00,53-1031.00,53-1031,8311.0,Locomotive engine drivers
53-1044.00,First-Line Supervisors of Passenger Attendants,53-1044.00,53-1031.00,53-1031,8312.0,"Railway brake, signal and switch operators"
53-1044.00,First-Line Supervisors of Passenger Attendants,53-1044.00,53-1031.00,53-1031,8321.0,Motorcycle drivers
53-1044.00,First-Line Supervisors of Passenger Attendants,53-1044.00,53-1031.00,53-1031,8322.0,"Car, taxi and van drivers"
53-1044.00,First-Line Supervisors of Passenger Attendants,53-1044.00,53-1031.00,53-1031,8331.0,Bus and tram drivers
53-1044.00,First-Line Supervisors of Passenger Attendants,53-1044.00,53-1031.00,53-1031,8332.0,Heavy truck and lorry drivers
53-1044.00,First-Line Supervisors of Passenger Attendants,53-1044.00,53-1031.00,53-1031,8343.0,"Crane, hoist and related plant operators"
53-1044.00,First-Line Supervisors of Passenger Attendants,53-1044.00,53-1031.00,53-1031,8344.0,Lifting truck operators
53-1044.00,First-Line Supervisors of Passenger Attendants,53-1044.00,53-1031.00,53-1031,9611.0,Garbage and recycling collectors
53-1049.00,"First-Line Supervisors of Transportation Workers, All Other",53-1049.00,53-1031.00,53-1031,3151.0,Ships' engineers
53-1049.00,"First-Line Supervisors of Transportation Workers, All Other",53-1049.00,53-1031.00,53-1031,3152.0,Ships' deck officers and pilots
53-1049.00,"First-Line Supervisors of Transportation Workers, All Other",53-1049.00,53-1031.00,53-1031,3153.0,Aircraft pilots and related associate professionals
53-1049.00,"First-Line Supervisors of Transportation Workers, All Other",53-1049.00,53-1031.00,53-1031,3154.0,Air traffic controllers
53-1049.00,"First-Line Supervisors of Transportation Workers, All Other",53-1049.00,53-1031.00,53-1031,3257.0,Environmental and occupational health inspectors and associates
53-1049.00,"First-Line Supervisors of Transportation Workers, All Other",53-1049.00,53-1031.00,53-1031,5111.0,Travel attendants and travel stewards
53-1049.00,"First-Line Supervisors of Transportation Workers, All Other",53-1049.00,53-1031.00,53-1031,5112.0,Transport conductors
53-1049.00,"First-Line Supervisors of Transportation Workers, All Other",53-1049.00,53-1031.00,53-1031,5245.0,Service station attendants
53-1049.00,"First-Line Supervisors of Transportation Workers, All Other",53-1049.00,53-1031.00,53-1031,8311.0,Locomotive engine drivers
53-1049.00,"First-Line Supervisors of Transportation Workers, All Other",53-1049.00,53-1031.00,53-1031,8312.0,"Railway brake, signal and switch operators"
53-1049.00,"First-Line Supervisors of Transportation Workers, All Other",53-1049.00,53-1031.00,53-1031,8321.0,Motorcycle drivers
53-1049.00,"First-Line Supervisors of Transportation Workers, All Other",53-1049.00,53-1031.00,53-1031,8322.0,"Car, taxi and van drivers"
53-1049.00,"First-Line Supervisors of Transportation Workers, All Other",53-1049.00,53-1031.00,53-1031,8331.0,Bus and tram drivers
53-1049.00,"First-Line Supervisors of Transportation Workers, All Other",53-1049.00,53-1031.00,53-1031,8332.0,Heavy truck and lorry drivers
53-1049.00,"First-Line Supervisors of Transportation Workers, All Other",53-1049.00,53-1031.00,53-1031,8343.0,"Crane, hoist and related plant operators"
53-1049.00,"First-Line Supervisors of Transportation Workers, All Other",53-1049.00,53-1031.00,53-1031,8344.0,Lifting truck operators
53-1049.00,"First-Line Supervisors of Transportation Workers, All Other",53-1049.00,53-1031.00,53-1031,9611.0,Garbage and recycling collectors
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",53-2011.00,53-2011.00,53-2011,3153.0,Aircraft pilots and related associate professionals
53-2012.00,Commercial Pilots,53-2012.00,53-2012.00,53-2012,3153.0,Aircraft pilots and related associate professionals
53-2021.00,Air Traffic Controllers,53-2021.00,53-2021.00,53-2021,3154.0,Air traffic controllers
53-2022.00,Airfield Operations Specialists,53-2022.00,53-2022.00,53-2022,315.0,Ship and aircraft controllers and technicians
53-2031.00,Flight Attendants,53-2031.00,53-2031.00,53-2031,5111.0,Travel attendants and travel stewards
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",53-3011.00,53-3011.00,53-3011,8322.0,"Car, taxi and van drivers"
53-3031.00,Driver/Sales Workers,53-3031.00,53-3031.00,53-3031,8322.0,"Car, taxi and van drivers"
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,53-3032.00,53-3032.00,53-3032,8332.0,Heavy truck and lorry drivers
53-3033.00,Light Truck Drivers,53-3033.00,53-3033.00,53-3033,8322.0,"Car, taxi and van drivers"
53-3051.00,"Bus Drivers, School",53-3051.00,53-3022.00,53-3022,8331.0,Bus and tram drivers
53-3052.00,"Bus Drivers, Transit and Intercity",53-3052.00,53-3021.00,53-3021,8331.0,Bus and tram drivers
53-3053.00,Shuttle Drivers and Chauffeurs,53-3053.00,53-3022.00,53-3022,8331.0,Bus and tram drivers
53-3053.00,Shuttle Drivers and Chauffeurs,53-3053.00,53-3041.00,53-3041,8322.0,"Car, taxi and van drivers"
53-3054.00,Taxi Drivers,53-3054.00,53-3041.00,53-3041,8322.0,"Car, taxi and van drivers"
53-3099.00,"Motor Vehicle Operators, All Other",53-3099.00,53-3099.00,53-3099,8321.0,Motorcycle drivers
53-4011.00,Locomotive Engineers,53-4011.00,53-4011.00,53-4011,8311.0,Locomotive engine drivers
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",53-4013.00,53-4013.00,53-4013,8311.0,Locomotive engine drivers
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",53-4022.00,53-4012.00,53-4012,8311.0,Locomotive engine drivers
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",53-4022.00,53-4021.00,53-4021,8312.0,"Railway brake, signal and switch operators"
53-4031.00,Railroad Conductors and Yardmasters,53-4031.00,53-4031.00,53-4031,8312.0,"Railway brake, signal and switch operators"
53-4041.00,Subway and Streetcar Operators,53-4041.00,53-4041.00,53-4041,8311.0,Locomotive engine drivers
53-4041.00,Subway and Streetcar Operators,53-4041.00,53-4041.00,53-4041,8331.0,Bus and tram drivers
53-4099.00,"Rail Transportation Workers, All Other",53-4099.00,53-4099.00,53-4099,8312.0,"Railway brake, signal and switch operators"
53-5011.00,Sailors and Marine Oilers,53-5011.00,53-5011.00,53-5011,8350.0,Ships' deck crews and related workers
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",53-5021.00,53-5021.00,53-5021,3152.0,Ships' deck officers and pilots
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",53-5021.00,53-5021.01,53-5021,3152.0,Ships' deck officers and pilots
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",53-5021.00,53-5021.02,53-5021,3152.0,Ships' deck officers and pilots
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",53-5021.00,53-5021.03,53-5021,3152.0,Ships' deck officers and pilots
53-5022.00,Motorboat Operators,53-5022.00,53-5022.00,53-5022,8350.0,Ships' deck crews and related workers
53-5031.00,Ship Engineers,53-5031.00,53-5031.00,53-5031,3151.0,Ships' engineers
53-6011.00,Bridge and Lock Tenders,53-6011.00,53-6011.00,53-6011,8343.0,"Crane, hoist and related plant operators"
53-6021.00,Parking Attendants,53-6021.00,53-6021.00,53-6021,9629.0,Elementary workers not elsewhere classified
53-6031.00,Automotive and Watercraft Service Attendants,53-6031.00,53-6031.00,53-6031,5245.0,Service station attendants
53-6032.00,Aircraft Service Attendants,53-6032.00,53-6099.00,53-6099,9331.0,Hand and pedal vehicle drivers
53-6032.00,Aircraft Service Attendants,53-6032.00,53-6099.00,53-6099,9332.0,Drivers of animal-drawn vehicles and machinery
53-6041.00,Traffic Technicians,53-6041.00,53-6041.00,53-6041,3119.0,Physical and engineering science technicians not elsewhere classified
53-6051.00,Transportation Inspectors,53-6051.00,53-6051.00,53-6051,3257.0,Environmental and occupational health inspectors and associates
53-6051.00,Transportation Inspectors,53-6051.00,53-6051.08,53-6051,3257.0,Environmental and occupational health inspectors and associates
53-6051.01,Aviation Inspectors,53-6051.01,53-6051.01,53-6051,3257.0,Environmental and occupational health inspectors and associates
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",53-6051.07,53-6051.07,53-6051,3257.0,Environmental and occupational health inspectors and associates
53-6061.00,Passenger Attendants,53-6061.00,53-6061.00,53-6061,5111.0,Travel attendants and travel stewards
53-6061.00,Passenger Attendants,53-6061.00,53-6061.00,53-6061,5112.0,Transport conductors
53-6099.00,"Transportation Workers, All Other",53-6099.00,53-6099.00,53-6099,9331.0,Hand and pedal vehicle drivers
53-6099.00,"Transportation Workers, All Other",53-6099.00,53-6099.00,53-6099,9332.0,Drivers of animal-drawn vehicles and machinery
53-7011.00,Conveyor Operators and Tenders,53-7011.00,53-7011.00,53-7011,8189.0,Stationary plant and machine operators not elsewhere classified
53-7021.00,Crane and Tower Operators,53-7021.00,53-7021.00,53-7021,8343.0,"Crane, hoist and related plant operators"
53-7031.00,Dredge Operators,53-7031.00,53-7031.00,53-7031,8342.0,Earthmoving and related plant operators
53-7041.00,Hoist and Winch Operators,53-7041.00,53-7041.00,53-7041,8343.0,"Crane, hoist and related plant operators"
53-7051.00,Industrial Truck and Tractor Operators,53-7051.00,53-7051.00,53-7051,8344.0,Lifting truck operators
53-7061.00,Cleaners of Vehicles and Equipment,53-7061.00,53-7061.00,53-7061,9112.0,"Cleaners and helpers in offices, hotels and other establishments"
53-7061.00,Cleaners of Vehicles and Equipment,53-7061.00,53-7061.00,53-7061,9122.0,Vehicle cleaners
53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",53-7062.00,53-7062.00,53-7062,9329.0,Manufacturing labourers not elsewhere classified
53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",53-7062.00,53-7062.00,53-7062,9333.0,Freight handlers
53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",53-7062.00,53-7062.00,53-7062,9624.0,Water and firewood collectors
53-7062.04,Recycling and Reclamation Workers,53-7062.04,51-9199.01,51-9199,9329.0,Manufacturing labourers not elsewhere classified
53-7063.00,Machine Feeders and Offbearers,53-7063.00,53-7063.00,53-7063,9329.0,Manufacturing labourers not elsewhere classified
53-7064.00,"Packers and Packagers, Hand",53-7064.00,53-7064.00,53-7064,9321.0,Hand packers
53-7065.00,Stockers and Order Fillers,53-7065.00,43-5081.00,43-5081,4321.0,Stock clerks
53-7065.00,Stockers and Order Fillers,53-7065.00,43-5081.00,43-5081,9334.0,Shelf fillers
53-7065.00,Stockers and Order Fillers,53-7065.00,43-5081.01,43-5081,4321.0,Stock clerks
53-7065.00,Stockers and Order Fillers,53-7065.00,43-5081.01,43-5081,9334.0,Shelf fillers
53-7065.00,Stockers and Order Fillers,53-7065.00,43-5081.02,43-5081,4321.0,Stock clerks
53-7065.00,Stockers and Order Fillers,53-7065.00,43-5081.02,43-5081,9334.0,Shelf fillers
53-7065.00,Stockers and Order Fillers,53-7065.00,43-5081.03,43-5081,4321.0,Stock clerks
53-7065.00,Stockers and Order Fillers,53-7065.00,43-5081.03,43-5081,9334.0,Shelf fillers
53-7065.00,Stockers and Order Fillers,53-7065.00,43-5081.04,43-5081,4321.0,Stock clerks
53-7065.00,Stockers and Order Fillers,53-7065.00,43-5081.04,43-5081,9334.0,Shelf fillers
53-7071.00,Gas Compressor and Gas Pumping Station Operators,53-7071.00,53-7071.00,53-7071,3134.0,Petroleum and natural gas refining plant operators
53-7072.00,"Pump Operators, Except Wellhead Pumpers",53-7072.00,53-7072.00,53-7072,3132.0,Incinerator and water treatment plant operators
53-7072.00,"Pump Operators, Except Wellhead Pumpers",53-7072.00,53-7072.00,53-7072,3134.0,Petroleum and natural gas refining plant operators
53-7073.00,Wellhead Pumpers,53-7073.00,53-7073.00,53-7073,8113.0,Well drillers and borers and related workers
53-7081.00,Refuse and Recyclable Material Collectors,53-7081.00,53-7081.00,53-7081,9611.0,Garbage and recycling collectors
53-7081.00,Refuse and Recyclable Material Collectors,53-7081.00,53-7081.00,53-7081,9612.0,Refuse sorters
53-7121.00,"Tank Car, Truck, and Ship Loaders",53-7121.00,53-7121.00,53-7121,9333.0,Freight handlers
53-7199.00,"Material Moving Workers, All Other",53-7199.00,53-7032.00,53-7032,8111.0,Miners and quarriers
53-7199.00,"Material Moving Workers, All Other",53-7199.00,53-7032.00,53-7032,8342.0,Earthmoving and related plant operators
53-7199.00,"Material Moving Workers, All Other",53-7199.00,53-7199.00,53-7199,9331.0,Hand and pedal vehicle drivers
