soc,skills_list,skill_text,cluster_id,canonical_skill
"Inspectors, Testers, Sorters, Samplers, and Weighers"," ""Inspection Techniques""",inspection techniques,19,equipment maintenance
"Inspectors, Testers, Sorters, Samplers, and Weighers"," ""Documentation""",documentation,92,technical documentation
"Inspectors, Testers, Sorters, Samplers, and Weighers"," ""Record Keeping""",record keeping,50,record keeping
"Inspectors, Testers, Sorters, Samplers, and Weighers"," ""Attention to Detail""",attention to detail,737,attention to detail
"Inspectors, Testers, Sorters, Samplers, and Weighers"," ""Analytical Skills""",analytical skills,450,analytical skills
"Inspectors, Testers, Sorters, Samplers, and Weighers"," ""Critical Evaluation""]",critical evaluation,525,critical evaluation
Jewelers and Precious Stone and Metal Workers,"[""Jewelry design""",jewelry design,2735,jewelry design
Jewelers and Precious Stone and Metal Workers," ""Metalworking techniques""",metalworking techniques,19,equipment maintenance
Jewelers and Precious Stone and Metal Workers," ""Gemstone assessment""",gemstone assessment,2736,gemstone grading
Jewelers and Precious Stone and Metal Workers," ""Soldering skills""",soldering skills,2421,soldering skills
Jewelers and Precious Stone and Metal Workers," ""Engraving techniques""",engraving techniques,2737,engraving techniques
Jewelers and Precious Stone and Metal Workers," ""Polishing methods""",polishing methods,2517,polishing techniques
Jewelers and Precious Stone and Metal Workers," ""Material selection""",material selection,19,equipment maintenance
Jewelers and Precious Stone and Metal Workers," ""Jewelry repair""",jewelry repair,2738,jewelry repair
Jewelers and Precious Stone and Metal Workers," ""Cost calculation""",cost calculation,78,cost estimation
Jewelers and Precious Stone and Metal Workers," ""Quality control""",quality control,19,equipment maintenance
Jewelers and Precious Stone and Metal Workers," ""Attention to detail""",attention to detail,737,attention to detail
Jewelers and Precious Stone and Metal Workers," ""Precision craftsmanship""",precision craftsmanship,2739,precision craftsmanship
Jewelers and Precious Stone and Metal Workers," ""Material properties understanding""]",material properties understanding,623,material analysis
Gem and Diamond Workers,"[""Gemstone evaluation""",gemstone evaluation,2736,gemstone grading
Gem and Diamond Workers," ""Optical instrument operation""",optical instrument operation,773,optical equipment operation
Gem and Diamond Workers," ""Gemstone grading""",gemstone grading,2736,gemstone grading
Gem and Diamond Workers," ""Market analysis""",market analysis,29,market research
Gem and Diamond Workers," ""Gemstone identification""",gemstone identification,2740,gemstone identification
Gem and Diamond Workers," ""Plot diagram creation""",plot diagram creation,2741,plot diagram creation
Gem and Diamond Workers," ""Customer education""",customer education,36,customer education
Gem and Diamond Workers," ""Critical thinking""",critical thinking,60,critical thinking
Gem and Diamond Workers," ""Quality assessment""",quality assessment,568,quality assessment
Gem and Diamond Workers," ""Precision cutting""",precision cutting,2360,precision cutting
Gem and Diamond Workers," ""Gemstone polishing""",gemstone polishing,2517,polishing techniques
Gem and Diamond Workers," ""Clarity analysis""]",clarity analysis,2742,clarity analysis
Dental Laboratory Technicians,"[""Dental Prostheses Fabrication""",dental prostheses fabrication,1402,dental prosthetics
Dental Laboratory Technicians," ""Precision Work""",precision work,588,precision measurement
Dental Laboratory Technicians," ""Equipment Operation""",equipment operation,19,equipment maintenance
Dental Laboratory Technicians," ""Quality Control""",quality control,19,equipment maintenance
Dental Laboratory Technicians," ""Material Preparation""",material preparation,859,material preparation
Dental Laboratory Technicians," ""Polishing Techniques""",polishing techniques,2517,polishing techniques
Dental Laboratory Technicians," ""Model Evaluation""",model evaluation,2743,model evaluation
Dental Laboratory Technicians," ""Device Testing""",device testing,609,device testing
Dental Laboratory Technicians," ""Metalworking""",metalworking,19,equipment maintenance
Dental Laboratory Technicians," ""Porcelain Handling""",porcelain handling,2744,porcelain handling
Dental Laboratory Technicians," ""Acrylic Paste Mixing""",acrylic paste mixing,2745,acrylic paste mixing
Dental Laboratory Technicians," ""Framework Assembly""]",framework assembly,2746,framework assembly
Medical Appliance Technicians,"[""Medical Device Fabrication""",medical device fabrication,2747,medical device fabrication
Medical Appliance Technicians," ""Material Shaping Techniques""",material shaping techniques,2748,material shaping techniques
Medical Appliance Technicians," ""Device Assembly""",device assembly,2749,device assembly
Medical Appliance Technicians," ""Precision Measurement""",precision measurement,588,precision measurement
Medical Appliance Technicians," ""Body Measurement Techniques""",body measurement techniques,2750,body measurement techniques
Medical Appliance Technicians," ""Device Polishing""",device polishing,2517,polishing techniques
Medical Appliance Technicians," ""Device Testing""",device testing,609,device testing
Medical Appliance Technicians," ""Patient Education""",patient education,912,patient education
Medical Appliance Technicians," ""Equipment Maintenance""",equipment maintenance,19,equipment maintenance
Medical Appliance Technicians," ""Troubleshooting Techniques""",troubleshooting techniques,423,troubleshooting
Medical Appliance Technicians," ""Quality Control Analysis""",quality control analysis,19,equipment maintenance
Medical Appliance Technicians," ""Device Adjustment""",device adjustment,2751,device adjustment
Medical Appliance Technicians," ""Medical Device Repair""]",medical device repair,19,equipment maintenance
Ophthalmic Laboratory Technicians,"[""Precision Lens Polishing""",precision lens polishing,2752,precision lens polishing
Ophthalmic Laboratory Technicians," ""Optical Element Assembly""",optical element assembly,2753,optical element assembly
Ophthalmic Laboratory Technicians," ""Lens Mounting Techniques""",lens mounting techniques,2754,lens mounting techniques
Ophthalmic Laboratory Technicians," ""Precision Instrumentation""",precision instrumentation,588,precision measurement
Ophthalmic Laboratory Technicians," ""Lens Inspection Methods""",lens inspection methods,2755,lens inspection methods
Ophthalmic Laboratory Technicians," ""Optical Element Shaping""",optical element shaping,2756,optical element shaping
Ophthalmic Laboratory Technicians," ""Lens Cleaning Procedures""",lens cleaning procedures,2757,lens cleaning procedures
Ophthalmic Laboratory Technicians," ""Frame Assembly""",frame assembly,2758,frame assembly
Ophthalmic Laboratory Technicians," ""Lens Alignment""",lens alignment,2759,lens alignment
Ophthalmic Laboratory Technicians," ""Precision Cutting Tools""",precision cutting tools,2360,precision cutting
Ophthalmic Laboratory Technicians," ""Lens Grinding Techniques""",lens grinding techniques,1644,lens grinding
Ophthalmic Laboratory Technicians," ""Optical Element Coating""",optical element coating,2760,optical element coating
Ophthalmic Laboratory Technicians," ""Lens Quality Control""]",lens quality control,2761,lens quality control
Packaging and Filling Machine Operators and Tenders,"[""Machine operation""",machine operation,19,equipment maintenance
Packaging and Filling Machine Operators and Tenders," ""Quality control""",quality control,19,equipment maintenance
Packaging and Filling Machine Operators and Tenders," ""Packaging techniques""",packaging techniques,791,packaging techniques
Packaging and Filling Machine Operators and Tenders," ""Material handling""",material handling,59,material handling
Packaging and Filling Machine Operators and Tenders," ""Equipment maintenance""",equipment maintenance,19,equipment maintenance
Packaging and Filling Machine Operators and Tenders," ""Troubleshooting""",troubleshooting,423,troubleshooting
Packaging and Filling Machine Operators and Tenders," ""Problem solving""",problem solving,5,problem solving
Packaging and Filling Machine Operators and Tenders," ""Time management""",time management,7,time management
Packaging and Filling Machine Operators and Tenders," ""Inventory management""",inventory management,41,inventory management
Packaging and Filling Machine Operators and Tenders," ""Supply chain management""",supply chain management,26,supply chain management
Packaging and Filling Machine Operators and Tenders," ""Product inspection""",product inspection,19,equipment maintenance
Packaging and Filling Machine Operators and Tenders," ""Production monitoring""]",production monitoring,23,operations monitoring
"Painting, Coating, and Decorating Workers","[""Painting techniques""",painting techniques,1204,painting techniques
"Painting, Coating, and Decorating Workers"," ""Surface preparation""",surface preparation,2204,surface preparation
"Painting, Coating, and Decorating Workers"," ""Coating application""",coating application,1645,coating application
"Painting, Coating, and Decorating Workers"," ""Quality control""",quality control,19,equipment maintenance
"Painting, Coating, and Decorating Workers"," ""Equipment maintenance""",equipment maintenance,19,equipment maintenance
"Painting, Coating, and Decorating Workers"," ""Solvent handling""",solvent handling,2762,solvent handling
"Painting, Coating, and Decorating Workers"," ""Cleaning techniques""",cleaning techniques,19,equipment maintenance
"Painting, Coating, and Decorating Workers"," ""Tool operation""",tool operation,19,equipment maintenance
"Painting, Coating, and Decorating Workers"," ""Material selection""",material selection,19,equipment maintenance
"Painting, Coating, and Decorating Workers"," ""Workpiece inspection""",workpiece inspection,2608,workpiece inspection
"Painting, Coating, and Decorating Workers"," ""Defect detection""",defect detection,19,equipment maintenance
"Painting, Coating, and Decorating Workers"," ""Consistency monitoring""",consistency monitoring,1919,consistency monitoring
