source_soc,source_name,target_soc,target_name,similarity,source_ai_exposure,target_ai_exposure,delta_exposure,n_missing,n_shared,missing_skills,shared_skills
51-5113.00,Print Binding and Finishing Workers,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",0.8254815936088562,0.22,0.1733333333333333,0.04666666666666669,5,3,die installation|press operation|metal shaping techniques|machine setup and operation|operations monitoring,equipment maintenance|material handling|troubleshooting
51-5113.00,Print Binding and Finishing Workers,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",0.8234457969665527,0.22,0.2033333333333333,0.01666666666666669,4,5,metal tempering|cooling system management|rolling and forming techniques|lubrication techniques,equipment maintenance|material handling|record keeping|time management|troubleshooting
51-5113.00,Print Binding and Finishing Workers,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,0.8234214782714844,0.22,0.21,0.010000000000000009,6,3,scientific knowledge|mathematical reasoning|communication|critical thinking|problem solving|operations monitoring,equipment maintenance|time management|troubleshooting
51-5113.00,Print Binding and Finishing Workers,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",0.8216789364814758,0.22,0.175,0.04500000000000001,7,3,coolant management|workpiece positioning|metal shaping techniques|machine setup and operation|blueprint reading|mathematical calculations|precision measurement,equipment maintenance|material handling|troubleshooting
51-5113.00,Print Binding and Finishing Workers,53-7063.00,Machine Feeders and Offbearers,0.8193070888519287,0.22,0.12,0.1,6,2,data recording|industrial truck operation|fastening and packaging|hand tool operation|precision measurement|technical documentation,equipment maintenance|material handling
51-5113.00,Print Binding and Finishing Workers,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",0.8154183626174927,0.22,0.17,0.04999999999999999,7,1,service record keeping|technical drawing|equipment troubleshooting|equipment testing|welding techniques|laboratory techniques|inventory management,equipment maintenance
51-5113.00,Print Binding and Finishing Workers,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.8081648945808411,0.22,0.175,0.04500000000000001,7,2,precision adjustment|workpiece positioning|material removal|machine setup and operation|lubrication techniques|surface finishing|precision measurement,equipment maintenance|troubleshooting
51-5113.00,Print Binding and Finishing Workers,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",0.8069071769714355,0.22,0.175,0.04500000000000001,7,2,science|operation and control|critical thinking|mathematics|installation|problem solving|operations monitoring,equipment maintenance|troubleshooting
51-6011.00,Laundry and Dry-Cleaning Workers,53-7063.00,Machine Feeders and Offbearers,0.6644512414932251,0.16,0.12,0.04000000000000001,7,1,data recording|industrial truck operation|fastening and packaging|hand tool operation|precision measurement|technical documentation|material handling,equipment maintenance
51-6011.00,Laundry and Dry-Cleaning Workers,53-7061.00,Cleaners of Vehicles and Equipment,0.6606686115264893,0.16,0.105,0.05500000000000001,7,1,protective treatments|rinsing and drying|workspace organization|debris removal|polishing techniques|surface preparation|inventory management,equipment maintenance
51-6011.00,Laundry and Dry-Cleaning Workers,51-6021.00,"Pressers, Textile, Garment, and Related Materials",0.660534143447876,0.16,0.14,0.01999999999999999,10,1,steam application|wrinkle removal|fiber softening|shape manipulation|article preparation|finishing techniques|material positioning|pressure control|temperature control|material handling,equipment maintenance
51-6011.00,Laundry and Dry-Cleaning Workers,53-7062.04,Recycling and Reclamation Workers,0.654528021812439,0.16,0.12,0.04000000000000001,8,1,material sorting|dismantling techniques|hazardous substance removal|active learning|complex problem solving|judgment and decision making|critical thinking|time management,equipment maintenance
51-6011.00,Laundry and Dry-Cleaning Workers,51-9198.00,Helpers--Production Workers,0.6477425694465637,0.16,0.12,0.04000000000000001,9,1,lifting and moving|physical stamina|attention to detail|material handling|inventory management|troubleshooting|problem solving|communication|time management,equipment maintenance
51-6011.00,Laundry and Dry-Cleaning Workers,35-9021.00,Dishwashers,0.6311306953430176,0.16,0.13,0.03,8,1,utensil handling|floor maintenance|storage and organization|food handling|waste management|food preparation|supply chain management|inventory management,equipment maintenance
51-6011.00,Laundry and Dry-Cleaning Workers,37-2012.00,Maids and Housekeeping Cleaners,0.6229231953620911,0.16,0.13,0.03,10,1,cart management|toiletries replenishment|window cleaning|supply replenishment|floor maintenance|environmental cleaning|linens management|furniture polishing|waste management|attention to detail,equipment maintenance
51-6011.00,Laundry and Dry-Cleaning Workers,51-6041.00,Shoe and Leather Workers and Repairers,0.6178855895996094,0.16,0.14,0.01999999999999999,8,1,pattern cutting|decorative design|sewing machine operation|leather working techniques|product construction|material joining|hardware installation|hand tool operation,equipment maintenance
51-6011.00,Laundry and Dry-Cleaning Workers,31-9095.00,Pharmacy Aides,0.6138761043548584,0.16,0.15,0.010000000000000009,10,1,storage and organization|cash handling|data entry|supply chain management|material handling|customer service|inventory management|financial management|problem solving|communication,equipment maintenance
51-6011.00,Laundry and Dry-Cleaning Workers,47-5081.00,Helpers--Extraction Workers,0.6081624627113342,0.16,0.11,0.05,7,1,geological material handling|site preparation|hand tool operation|transportation management|material handling|problem solving|operations monitoring,equipment maintenance
51-6021.00,"Pressers, Textile, Garment, and Related Materials",53-7063.00,Machine Feeders and Offbearers,0.7359979152679443,0.14,0.12,0.020000000000000018,6,2,data recording|industrial truck operation|fastening and packaging|hand tool operation|precision measurement|technical documentation,equipment maintenance|material handling
51-6021.00,"Pressers, Textile, Garment, and Related Materials",47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",0.7070696353912354,0.14,0.09,0.05000000000000002,8,2,caulking and sealing|grout application|surface repair|material transfer|organization|material preparation|surface finishing|installation,equipment maintenance|material handling
51-6021.00,"Pressers, Textile, Garment, and Related Materials",47-3012.00,Helpers--Carpenters,0.6561281681060791,0.14,0.09,0.05000000000000002,7,2,cutting and shaping|form construction|cleaning and organization|scaffolding setup|measurement and layout|fastening techniques|surface preparation,equipment maintenance|material handling
51-6021.00,"Pressers, Textile, Garment, and Related Materials",51-9198.00,Helpers--Production Workers,0.651405394077301,0.14,0.12,0.020000000000000018,8,2,lifting and moving|physical stamina|attention to detail|inventory management|troubleshooting|problem solving|communication|time management,equipment maintenance|material handling
51-6021.00,"Pressers, Textile, Garment, and Related Materials",47-2141.00,"Painters, Construction and Maintenance",0.6499794721603394,0.14,0.13,0.010000000000000009,7,2,adhesion and durability control|color consistency control|paint mixing and matching|work order and instruction reading|protective covering application|cost estimation|surface preparation,equipment maintenance|finishing techniques
51-6021.00,"Pressers, Textile, Garment, and Related Materials",51-6051.00,"Sewers, Hand",0.6491300463676453,0.14,0.12,0.020000000000000018,10,2,needle preparation|component measurement|thread selection|hand-eye coordination|thread trimming|pattern adherence|edge alignment|aesthetic design|sewing techniques|structural integrity,equipment maintenance|material handling
51-6021.00,"Pressers, Textile, Garment, and Related Materials",47-5081.00,Helpers--Extraction Workers,0.6487684845924377,0.14,0.11,0.030000000000000013,6,2,geological material handling|site preparation|hand tool operation|transportation management|problem solving|operations monitoring,equipment maintenance|material handling
51-6021.00,"Pressers, Textile, Garment, and Related Materials",53-7061.00,Cleaners of Vehicles and Equipment,0.6419614553451538,0.14,0.105,0.03500000000000002,7,1,protective treatments|rinsing and drying|workspace organization|debris removal|polishing techniques|surface preparation|inventory management,equipment maintenance
51-6021.00,"Pressers, Textile, Garment, and Related Materials",51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",0.6363718509674072,0.14,0.13,0.010000000000000009,8,1,fat removal techniques|weight measurement|product integrity|labeling and packaging|meat cutting techniques|hand tool operation|attention to detail|time management,equipment maintenance
51-6021.00,"Pressers, Textile, Garment, and Related Materials",47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",0.6293370723724365,0.14,0.09,0.05000000000000002,7,2,team support|worksite organization|protective covering application|scaffolding setup|surface preparation|problem solving|time management,equipment maintenance|material handling
51-6031.00,Sewing Machine Operators,51-6051.00,"Sewers, Hand",0.8233754634857178,0.15,0.12,0.03,10,1,needle preparation|component measurement|thread selection|hand-eye coordination|thread trimming|pattern adherence|edge alignment|aesthetic design|sewing techniques|structural integrity,equipment maintenance
51-6031.00,Sewing Machine Operators,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",0.7033977508544922,0.15,0.13,0.01999999999999999,6,2,precision alignment|bonding techniques|workpiece inspection|equipment calibration|surface preparation|operations monitoring,equipment maintenance|troubleshooting
51-6031.00,Sewing Machine Operators,53-7063.00,Machine Feeders and Offbearers,0.6725989580154419,0.15,0.12,0.03,6,2,data recording|industrial truck operation|fastening and packaging|hand tool operation|technical documentation|material handling,equipment maintenance|precision measurement
51-6031.00,Sewing Machine Operators,51-6041.00,Shoe and Leather Workers and Repairers,0.6587178707122803,0.15,0.14,0.009999999999999981,8,1,pattern cutting|decorative design|sewing machine operation|leather working techniques|product construction|material joining|hardware installation|hand tool operation,equipment maintenance
51-6031.00,Sewing Machine Operators,51-9198.00,Helpers--Production Workers,0.6486667990684509,0.15,0.12,0.03,8,2,lifting and moving|physical stamina|attention to detail|material handling|inventory management|problem solving|communication|time management,equipment maintenance|troubleshooting
